,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
55215,55215,"School of Planning & Architecture, New Delhi",architecture,AI,ST,Gender-Neutral,8,42,6,5, bachelor of architecture,0,New Delhi
55216,55216,"School of Planning & Architecture, New Delhi",planning,AI,GEN,Gender-Neutral,25,213,6,4, bachelor of planning,0,New Delhi
55217,55217,"School of Planning & Architecture, New Delhi",planning,AI,EWS,Gender-Neutral,70,142,6,4, bachelor of planning,0,New Delhi
55218,55218,"School of Planning & Architecture, New Delhi",planning,AI,OBC-NCL,Gender-Neutral,69,258,6,4, bachelor of planning,0,New Delhi
55219,55219,"School of Planning & Architecture, New Delhi",planning,AI,SC,Gender-Neutral,12,113,6,4, bachelor of planning,0,New Delhi
55220,55220,"School of Planning & Architecture, New Delhi",planning,AI,ST,Gender-Neutral,23,78,6,4, bachelor of planning,0,New Delhi
55221,55221,School of Planning & Architecture: Vijayawada,architecture,AI,GEN,Gender-Neutral,112,575,6,5, bachelor of architecture,0,Andhra Pradesh
55222,55222,School of Planning & Architecture: Vijayawada,architecture,AI,EWS,Gender-Neutral,63,177,6,5, bachelor of architecture,0,Andhra Pradesh
55223,55223,School of Planning & Architecture: Vijayawada,architecture,AI,OBC-NCL,Gender-Neutral,182,427,6,5, bachelor of architecture,0,Andhra Pradesh
55224,55224,School of Planning & Architecture: Vijayawada,architecture,AI,SC,Gender-Neutral,9,186,6,5, bachelor of architecture,0,Andhra Pradesh
55225,55225,School of Planning & Architecture: Vijayawada,architecture,AI,ST,Gender-Neutral,9,89,6,5, bachelor of architecture,0,Andhra Pradesh
55226,55226,School of Planning & Architecture: Vijayawada,planning,AI,GEN,Gender-Neutral,190,747,6,4, bachelor of planning,0,Andhra Pradesh
55227,55227,School of Planning & Architecture: Vijayawada,planning,AI,EWS,Gender-Neutral,102,198,6,4, bachelor of planning,0,Andhra Pradesh
55228,55228,School of Planning & Architecture: Vijayawada,planning,AI,OBC-NCL,Gender-Neutral,284,493,6,4, bachelor of planning,0,Andhra Pradesh
55229,55229,School of Planning & Architecture: Vijayawada,planning,AI,SC,Gender-Neutral,114,218,6,4, bachelor of planning,0,Andhra Pradesh
55230,55230,School of Planning & Architecture: Vijayawada,planning,AI,ST,Gender-Neutral,38,132,6,4, bachelor of planning,0,Andhra Pradesh
55231,55231,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",architecture,AI,GEN,Gender-Neutral,1354,1675,6,5, bachelor of architecture,0,Jammu and Kashmir
55232,55232,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",civil engineering,AI,GEN,Gender-Neutral,49685,88531,6,4, bachelor of technology,0,Jammu and Kashmir
55233,55233,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",computer science and engineering,AI,GEN,Gender-Neutral,23704,61619,6,4, bachelor of technology,0,Jammu and Kashmir
55234,55234,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",electrical engineering,AI,GEN,Gender-Neutral,63184,84464,6,4, bachelor of technology,0,Jammu and Kashmir
55235,55235,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",electronics and communication engineering,AI,GEN,Gender-Neutral,61171,73015,6,4, bachelor of technology,0,Jammu and Kashmir
55236,55236,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",mechanical engineering,AI,GEN,Gender-Neutral,77471,88818,6,4, bachelor of technology,0,Jammu and Kashmir
55237,55237,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,GEN,Gender-Neutral,52966,60561,6,4, bachelor of technology,0,Uttarakhand
55238,55238,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,GEN,Female-only,59840,61917,6,4, bachelor of technology,0,Uttarakhand
55239,55239,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,EWS,Gender-Neutral,9894,9894,6,4, bachelor of technology,0,Uttarakhand
55240,55240,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,OBC-NCL,Gender-Neutral,18526,18790,6,4, bachelor of technology,0,Uttarakhand
55241,55241,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,OBC-NCL,Female-only,22350,22350,6,4, bachelor of technology,0,Uttarakhand
55242,55242,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,SC,Gender-Neutral,8046,10476,6,4, bachelor of technology,0,Uttarakhand
55243,55243,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,SC,Female-only,10017,10017,6,4, bachelor of technology,0,Uttarakhand
55244,55244,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,ST,Gender-Neutral,4418,4418,6,4, bachelor of technology,0,Uttarakhand
55245,55245,HNB Garhwal University Srinagar (Garhwal),computer science and engineering,AI,ST,Female-only,5571,5571,6,4, bachelor of technology,0,Uttarakhand
55246,55246,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,GEN,Gender-Neutral,75811,81013,6,4, bachelor of technology,0,Uttarakhand
55247,55247,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,GEN,Female-only,68775,79347,6,4, bachelor of technology,0,Uttarakhand
55248,55248,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,OBC-NCL,Gender-Neutral,23611,25229,6,4, bachelor of technology,0,Uttarakhand
55249,55249,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,OBC-NCL,Female-only,25215,27841,6,4, bachelor of technology,0,Uttarakhand
55250,55250,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,SC,Gender-Neutral,13249,13457,6,4, bachelor of technology,0,Uttarakhand
55251,55251,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,SC,Female-only,14093,14093,6,4, bachelor of technology,0,Uttarakhand
55252,55252,HNB Garhwal University Srinagar (Garhwal),electrical and instrumentation engineering,AI,ST,Gender-Neutral,6338,6338,6,4, bachelor of technology,0,Uttarakhand
55253,55253,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,GEN,Gender-Neutral,63618,72289,6,4, bachelor of technology,0,Uttarakhand
55254,55254,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,GEN,Female-only,62567,66752,6,4, bachelor of technology,0,Uttarakhand
55255,55255,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,EWS,Gender-Neutral,11365,11365,6,4, bachelor of technology,0,Uttarakhand
55256,55256,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,OBC-NCL,Gender-Neutral,22450,23478,6,4, bachelor of technology,0,Uttarakhand
55257,55257,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,OBC-NCL,Female-only,22676,22777,6,4, bachelor of technology,0,Uttarakhand
55258,55258,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,SC,Gender-Neutral,12270,12643,6,4, bachelor of technology,0,Uttarakhand
55259,55259,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,SC,Female-only,12854,12854,6,4, bachelor of technology,0,Uttarakhand
55260,55260,HNB Garhwal University Srinagar (Garhwal),electronics and communication engineering,AI,ST,Gender-Neutral,5969,5969,6,4, bachelor of technology,0,Uttarakhand
55261,55261,HNB Garhwal University Srinagar (Garhwal),information technology,AI,GEN,Gender-Neutral,60992,65339,6,4, bachelor of technology,0,Uttarakhand
55262,55262,HNB Garhwal University Srinagar (Garhwal),information technology,AI,GEN,Female-only,62896,65583,6,4, bachelor of technology,0,Uttarakhand
55263,55263,HNB Garhwal University Srinagar (Garhwal),information technology,AI,EWS,Gender-Neutral,10551,10551,6,4, bachelor of technology,0,Uttarakhand
55264,55264,HNB Garhwal University Srinagar (Garhwal),information technology,AI,OBC-NCL,Gender-Neutral,19466,20666,6,4, bachelor of technology,0,Uttarakhand
55265,55265,HNB Garhwal University Srinagar (Garhwal),information technology,AI,OBC-NCL,Female-only,22906,22906,6,4, bachelor of technology,0,Uttarakhand
55266,55266,HNB Garhwal University Srinagar (Garhwal),information technology,AI,SC,Gender-Neutral,10469,10839,6,4, bachelor of technology,0,Uttarakhand
55267,55267,HNB Garhwal University Srinagar (Garhwal),information technology,AI,SC,Female-only,11550,11550,6,4, bachelor of technology,0,Uttarakhand
55268,55268,HNB Garhwal University Srinagar (Garhwal),information technology,AI,ST,Gender-Neutral,5602,5602,6,4, bachelor of technology,0,Uttarakhand
55269,55269,HNB Garhwal University Srinagar (Garhwal),information technology,AI,ST,Female-only,5720,5720,6,4, bachelor of technology,0,Uttarakhand
55270,55270,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,GEN,Gender-Neutral,78031,80106,6,4, bachelor of technology,0,Uttarakhand
55271,55271,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,GEN,Female-only,77506,85325,6,4, bachelor of technology,0,Uttarakhand
55272,55272,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,EWS,Gender-Neutral,12262,12262,6,4, bachelor of technology,0,Uttarakhand
55273,55273,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,OBC-NCL,Gender-Neutral,24285,26362,6,4, bachelor of technology,0,Uttarakhand
55274,55274,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,OBC-NCL,Female-only,26502,26502,6,4, bachelor of technology,0,Uttarakhand
55275,55275,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,SC,Gender-Neutral,13268,13268,6,4, bachelor of technology,0,Uttarakhand
55276,55276,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,SC,Female-only,14094,14094,6,4, bachelor of technology,0,Uttarakhand
55277,55277,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,ST,Gender-Neutral,5767,5767,6,4, bachelor of technology,0,Uttarakhand
55278,55278,HNB Garhwal University Srinagar (Garhwal),mechanical engineering,AI,ST,Female-only,6499,6499,6,4, bachelor of technology,0,Uttarakhand
55279,55279,"International Institute of Information Technology, Naya Raipur",computer science and engineering,AI,GEN,Gender-Neutral,12202,18834,6,4, bachelor of technology,0,Chhattisgarh
55280,55280,"International Institute of Information Technology, Naya Raipur",computer science and engineering,AI,OPEN-PwD,Gender-Neutral,1703,1703,6,4, bachelor of technology,0,Chhattisgarh
55281,55281,"International Institute of Information Technology, Naya Raipur",computer science and engineering,AI,OBC-NCL,Gender-Neutral,5340,7126,6,4, bachelor of technology,0,Chhattisgarh
55282,55282,"International Institute of Information Technology, Naya Raipur",computer science and engineering,AI,SC,Gender-Neutral,4165,5210,6,4, bachelor of technology,0,Chhattisgarh
55283,55283,"International Institute of Information Technology, Naya Raipur",computer science and engineering,AI,ST,Gender-Neutral,2651,2651,6,4, bachelor of technology,0,Chhattisgarh
55284,55284,"International Institute of Information Technology, Naya Raipur",data science and artificial intelligence,AI,GEN,Gender-Neutral,15659,19935,6,4, bachelor of technology,0,Chhattisgarh
55285,55285,"International Institute of Information Technology, Naya Raipur",data science and artificial intelligence,AI,OPEN-PwD,Gender-Neutral,1046,1046,6,4, bachelor of technology,0,Chhattisgarh
55286,55286,"International Institute of Information Technology, Naya Raipur",data science and artificial intelligence,AI,OBC-NCL,Gender-Neutral,6012,6830,6,4, bachelor of technology,0,Chhattisgarh
55287,55287,"International Institute of Information Technology, Naya Raipur",data science and artificial intelligence,AI,SC,Gender-Neutral,5116,5973,6,4, bachelor of technology,0,Chhattisgarh
55288,55288,"International Institute of Information Technology, Naya Raipur",data science and artificial intelligence,AI,ST,Gender-Neutral,2626,2657,6,4, bachelor of technology,0,Chhattisgarh
55289,55289,"International Institute of Information Technology, Naya Raipur",electronics and communication engineering,AI,GEN,Gender-Neutral,22998,31639,6,4, bachelor of technology,0,Chhattisgarh
55290,55290,"International Institute of Information Technology, Naya Raipur",electronics and communication engineering,AI,OBC-NCL,Gender-Neutral,9088,12121,6,4, bachelor of technology,0,Chhattisgarh
55291,55291,"International Institute of Information Technology, Naya Raipur",electronics and communication engineering,AI,SC,Gender-Neutral,6804,7687,6,4, bachelor of technology,0,Chhattisgarh
55292,55292,"International Institute of Information Technology, Naya Raipur",electronics and communication engineering,AI,ST,Gender-Neutral,2543,2919,6,4, bachelor of technology,0,Chhattisgarh
55293,55293,University of Hyderabad,computer science,AI,GEN,Gender-Neutral,8384,18515,6,5, integrated master of technology,0,Telangana
55294,55294,University of Hyderabad,computer science,AI,OPEN-PwD,Gender-Neutral,340,340,6,5, integrated master of technology,0,Telangana
55295,55295,University of Hyderabad,computer science,AI,EWS,Gender-Neutral,3433,3731,6,5, integrated master of technology,0,Telangana
55296,55296,University of Hyderabad,computer science,AI,OBC-NCL,Gender-Neutral,5405,8374,6,5, integrated master of technology,0,Telangana
55297,55297,University of Hyderabad,computer science,AI,SC,Gender-Neutral,2135,4341,6,5, integrated master of technology,0,Telangana
55298,55298,University of Hyderabad,computer science,AI,ST,Gender-Neutral,1978,2137,6,5, integrated master of technology,0,Telangana
55299,55299,"Punjab Engineering College, Chandigarh",aerospace engineering,HS,GEN,Gender-Neutral,39149,64072,6,4, bachelor of technology,0,Chandigarh
55300,55300,"Punjab Engineering College, Chandigarh",aerospace engineering,HS,EWS,Gender-Neutral,11104,14653,6,4, bachelor of technology,0,Chandigarh
55301,55301,"Punjab Engineering College, Chandigarh",aerospace engineering,HS,SC,Gender-Neutral,3730,11392,6,4, bachelor of technology,0,Chandigarh
55302,55302,"Punjab Engineering College, Chandigarh",aerospace engineering,OS,GEN,Gender-Neutral,13019,28324,6,4, bachelor of technology,0,Chandigarh
55303,55303,"Punjab Engineering College, Chandigarh",aerospace engineering,OS,EWS,Gender-Neutral,4236,4576,6,4, bachelor of technology,0,Chandigarh
55304,55304,"Punjab Engineering College, Chandigarh",aerospace engineering,OS,SC,Gender-Neutral,2533,3229,6,4, bachelor of technology,0,Chandigarh
55305,55305,"Punjab Engineering College, Chandigarh",aerospace engineering,OS,ST,Gender-Neutral,633,633,6,4, bachelor of technology,0,Chandigarh
55306,55306,"Punjab Engineering College, Chandigarh",civil engineering,HS,GEN,Gender-Neutral,37290,87391,6,4, bachelor of technology,0,Chandigarh
55307,55307,"Punjab Engineering College, Chandigarh",civil engineering,HS,EWS,Gender-Neutral,13275,22057,6,4, bachelor of technology,0,Chandigarh
55308,55308,"Punjab Engineering College, Chandigarh",civil engineering,HS,SC,Gender-Neutral,15482,25722,6,4, bachelor of technology,0,Chandigarh
55309,55309,"Punjab Engineering College, Chandigarh",civil engineering,OS,GEN,Gender-Neutral,22881,49272,6,4, bachelor of technology,0,Chandigarh
55310,55310,"Punjab Engineering College, Chandigarh",civil engineering,OS,EWS,Gender-Neutral,7535,7879,6,4, bachelor of technology,0,Chandigarh
55311,55311,"Punjab Engineering College, Chandigarh",civil engineering,OS,SC,Gender-Neutral,7019,8860,6,4, bachelor of technology,0,Chandigarh
55312,55312,"Punjab Engineering College, Chandigarh",civil engineering,OS,ST,Gender-Neutral,3332,3771,6,4, bachelor of technology,0,Chandigarh
55313,55313,"Punjab Engineering College, Chandigarh",computer science and engineering,HS,GEN,Gender-Neutral,1948,14376,6,4, bachelor of technology,0,Chandigarh
55314,55314,"Punjab Engineering College, Chandigarh",computer science and engineering,HS,OPEN-PwD,Gender-Neutral,736,1480,6,4, bachelor of technology,0,Chandigarh
55315,55315,"Punjab Engineering College, Chandigarh",computer science and engineering,HS,EWS,Gender-Neutral,2147,4603,6,4, bachelor of technology,0,Chandigarh
55316,55316,"Punjab Engineering College, Chandigarh",computer science and engineering,HS,SC,Gender-Neutral,914,2408,6,4, bachelor of technology,0,Chandigarh
55317,55317,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,GEN,Gender-Neutral,471,9497,6,4, bachelor of technology,0,Chandigarh
55318,55318,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,OPEN-PwD,Gender-Neutral,309,395,6,4, bachelor of technology,0,Chandigarh
55319,55319,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,EWS,Gender-Neutral,1592,1798,6,4, bachelor of technology,0,Chandigarh
55320,55320,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,EWS-PwD,Gender-Neutral,163,163,6,4, bachelor of technology,0,Chandigarh
55321,55321,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,SC,Gender-Neutral,1411,2539,6,4, bachelor of technology,0,Chandigarh
55322,55322,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,SC-PwD,Gender-Neutral,137,137,6,4, bachelor of technology,0,Chandigarh
55323,55323,"Punjab Engineering College, Chandigarh",computer science and engineering,OS,ST,Gender-Neutral,418,1622,6,4, bachelor of technology,0,Chandigarh
55324,55324,"Punjab Engineering College, Chandigarh",electrical engineering,HS,GEN,Gender-Neutral,23512,35506,6,4, bachelor of technology,0,Chandigarh
55325,55325,"Punjab Engineering College, Chandigarh",electrical engineering,HS,EWS,Gender-Neutral,7206,9852,6,4, bachelor of technology,0,Chandigarh
55326,55326,"Punjab Engineering College, Chandigarh",electrical engineering,HS,SC,Gender-Neutral,4457,10805,6,4, bachelor of technology,0,Chandigarh
55327,55327,"Punjab Engineering College, Chandigarh",electrical engineering,OS,GEN,Gender-Neutral,17612,25898,6,4, bachelor of technology,0,Chandigarh
55328,55328,"Punjab Engineering College, Chandigarh",electrical engineering,OS,OPEN-PwD,Gender-Neutral,1778,1778,6,4, bachelor of technology,0,Chandigarh
55329,55329,"Punjab Engineering College, Chandigarh",electrical engineering,OS,EWS,Gender-Neutral,4009,4842,6,4, bachelor of technology,0,Chandigarh
55330,55330,"Punjab Engineering College, Chandigarh",electrical engineering,OS,SC,Gender-Neutral,5231,7151,6,4, bachelor of technology,0,Chandigarh
55331,55331,"Punjab Engineering College, Chandigarh",electrical engineering,OS,ST,Gender-Neutral,3116,4124,6,4, bachelor of technology,0,Chandigarh
55332,55332,"Punjab Engineering College, Chandigarh",electronics and communication engineering,HS,GEN,Gender-Neutral,14504,23495,6,4, bachelor of technology,0,Chandigarh
55333,55333,"Punjab Engineering College, Chandigarh",electronics and communication engineering,HS,EWS,Gender-Neutral,5707,6871,6,4, bachelor of technology,0,Chandigarh
55334,55334,"Punjab Engineering College, Chandigarh",electronics and communication engineering,HS,SC,Gender-Neutral,2729,8301,6,4, bachelor of technology,0,Chandigarh
55335,55335,"Punjab Engineering College, Chandigarh",electronics and communication engineering,OS,GEN,Gender-Neutral,10919,16173,6,4, bachelor of technology,0,Chandigarh
55336,55336,"Punjab Engineering College, Chandigarh",electronics and communication engineering,OS,OPEN-PwD,Gender-Neutral,786,1621,6,4, bachelor of technology,0,Chandigarh
55337,55337,"Punjab Engineering College, Chandigarh",electronics and communication engineering,OS,EWS,Gender-Neutral,2354,2812,6,4, bachelor of technology,0,Chandigarh
55338,55338,"Punjab Engineering College, Chandigarh",electronics and communication engineering,OS,SC,Gender-Neutral,3159,4416,6,4, bachelor of technology,0,Chandigarh
55339,55339,"Punjab Engineering College, Chandigarh",electronics and communication engineering,OS,ST,Gender-Neutral,1854,1942,6,4, bachelor of technology,0,Chandigarh
55340,55340,"Punjab Engineering College, Chandigarh",mechanical engineering,HS,GEN,Gender-Neutral,33642,57437,6,4, bachelor of technology,0,Chandigarh
55341,55341,"Punjab Engineering College, Chandigarh",mechanical engineering,HS,EWS,Gender-Neutral,9653,11064,6,4, bachelor of technology,0,Chandigarh
55342,55342,"Punjab Engineering College, Chandigarh",mechanical engineering,HS,SC,Gender-Neutral,7834,14446,6,4, bachelor of technology,0,Chandigarh
55343,55343,"Punjab Engineering College, Chandigarh",mechanical engineering,OS,GEN,Gender-Neutral,25348,35838,6,4, bachelor of technology,0,Chandigarh
55344,55344,"Punjab Engineering College, Chandigarh",mechanical engineering,OS,EWS,Gender-Neutral,5510,6317,6,4, bachelor of technology,0,Chandigarh
55345,55345,"Punjab Engineering College, Chandigarh",mechanical engineering,OS,SC,Gender-Neutral,6848,8062,6,4, bachelor of technology,0,Chandigarh
55346,55346,"Punjab Engineering College, Chandigarh",mechanical engineering,OS,ST,Gender-Neutral,3295,4249,6,4, bachelor of technology,0,Chandigarh
55347,55347,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,HS,GEN,Gender-Neutral,67616,104415,6,4, bachelor of technology,0,Chandigarh
55348,55348,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,HS,EWS,Gender-Neutral,24848,36516,6,4, bachelor of technology,0,Chandigarh
55349,55349,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,HS,SC,Gender-Neutral,26048,34045,6,4, bachelor of technology,0,Chandigarh
55350,55350,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,OS,GEN,Gender-Neutral,34345,55946,6,4, bachelor of technology,0,Chandigarh
55351,55351,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,OS,EWS,Gender-Neutral,8586,8622,6,4, bachelor of technology,0,Chandigarh
55352,55352,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,OS,SC,Gender-Neutral,9517,11056,6,4, bachelor of technology,0,Chandigarh
55353,55353,"Punjab Engineering College, Chandigarh",metallurgical and materials engineering,OS,ST,Gender-Neutral,4970,5768,6,4, bachelor of technology,0,Chandigarh
55354,55354,"Punjab Engineering College, Chandigarh",production and industrial engineering,HS,GEN,Gender-Neutral,56627,93808,6,4, bachelor of technology,0,Chandigarh
55355,55355,"Punjab Engineering College, Chandigarh",production and industrial engineering,HS,OPEN-PwD,Gender-Neutral,1529,1529,6,4, bachelor of technology,0,Chandigarh
55356,55356,"Punjab Engineering College, Chandigarh",production and industrial engineering,HS,EWS,Gender-Neutral,22300,23082,6,4, bachelor of technology,0,Chandigarh
55357,55357,"Punjab Engineering College, Chandigarh",production and industrial engineering,HS,SC,Gender-Neutral,17673,28256,6,4, bachelor of technology,0,Chandigarh
55358,55358,"Punjab Engineering College, Chandigarh",production and industrial engineering,OS,GEN,Gender-Neutral,41458,52495,6,4, bachelor of technology,0,Chandigarh
55359,55359,"Punjab Engineering College, Chandigarh",production and industrial engineering,OS,EWS,Gender-Neutral,8736,8742,6,4, bachelor of technology,0,Chandigarh
55360,55360,"Punjab Engineering College, Chandigarh",production and industrial engineering,OS,SC,Gender-Neutral,9075,11037,6,4, bachelor of technology,0,Chandigarh
55361,55361,"Punjab Engineering College, Chandigarh",production and industrial engineering,OS,ST,Gender-Neutral,4951,4951,6,4, bachelor of technology,0,Chandigarh
55362,55362,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,GEN,Gender-Neutral,1636,22473,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55363,55363,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,OPEN-PwD,Gender-Neutral,411,411,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55364,55364,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,EWS,Gender-Neutral,3571,4062,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55365,55365,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,OBC-NCL,Gender-Neutral,5499,8167,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55366,55366,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,OBC-NCL-PwD,Gender-Neutral,685,685,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55367,55367,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,SC,Gender-Neutral,3133,4392,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55368,55368,"Jawaharlal Nehru University, Delhi",computer science & engineering,AI,ST,Gender-Neutral,1564,2372,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55369,55369,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,GEN,Gender-Neutral,24424,31490,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55370,55370,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,OPEN-PwD,Gender-Neutral,455,455,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55371,55371,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,EWS,Gender-Neutral,4804,5080,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55372,55372,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,OBC-NCL,Gender-Neutral,8010,10804,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55373,55373,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,SC,Gender-Neutral,4560,6942,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55374,55374,"Jawaharlal Nehru University, Delhi",electronics & communication engineering,AI,ST,Gender-Neutral,2422,3234,6,5, b.tech. + m.tech./ms (dual degree),0,New Delhi
55375,55375,"International Institute of Information Technology, Bhubaneswar",computer engineering,AI,GEN,Gender-Neutral,21639,25774,6,4, bachelor of technology,0,Odisha
55376,55376,"International Institute of Information Technology, Bhubaneswar",computer engineering,AI,EWS,Gender-Neutral,4207,4617,6,4, bachelor of technology,0,Odisha
55377,55377,"International Institute of Information Technology, Bhubaneswar",computer engineering,AI,OBC-NCL,Gender-Neutral,6554,10201,6,4, bachelor of technology,0,Odisha
55378,55378,"International Institute of Information Technology, Bhubaneswar",computer engineering,AI,SC,Gender-Neutral,5358,7614,6,4, bachelor of technology,0,Odisha
55379,55379,"International Institute of Information Technology, Bhubaneswar",computer engineering,AI,ST,Gender-Neutral,3330,3391,6,4, bachelor of technology,0,Odisha
55380,55380,"International Institute of Information Technology, Bhubaneswar",computer science and engineering,AI,GEN,Gender-Neutral,13315,21298,6,4, bachelor of technology,0,Odisha
55381,55381,"International Institute of Information Technology, Bhubaneswar",computer science and engineering,AI,EWS,Gender-Neutral,3023,3336,6,4, bachelor of technology,0,Odisha
55382,55382,"International Institute of Information Technology, Bhubaneswar",computer science and engineering,AI,OBC-NCL,Gender-Neutral,7321,8466,6,4, bachelor of technology,0,Odisha
55383,55383,"International Institute of Information Technology, Bhubaneswar",computer science and engineering,AI,SC,Gender-Neutral,4267,5382,6,4, bachelor of technology,0,Odisha
55384,55384,"International Institute of Information Technology, Bhubaneswar",computer science and engineering,AI,ST,Gender-Neutral,1937,2535,6,4, bachelor of technology,0,Odisha
55385,55385,"International Institute of Information Technology, Bhubaneswar",electrical and electronics engineering,AI,GEN,Gender-Neutral,28956,41139,6,4, bachelor of technology,0,Odisha
55386,55386,"International Institute of Information Technology, Bhubaneswar",electrical and electronics engineering,AI,EWS,Gender-Neutral,6594,6705,6,4, bachelor of technology,0,Odisha
55387,55387,"International Institute of Information Technology, Bhubaneswar",electrical and electronics engineering,AI,OBC-NCL,Gender-Neutral,11300,14492,6,4, bachelor of technology,0,Odisha
55388,55388,"International Institute of Information Technology, Bhubaneswar",electrical and electronics engineering,AI,SC,Gender-Neutral,9009,10155,6,4, bachelor of technology,0,Odisha
55389,55389,"International Institute of Information Technology, Bhubaneswar",electrical and electronics engineering,AI,ST,Gender-Neutral,3020,3135,6,4, bachelor of technology,0,Odisha
55390,55390,"International Institute of Information Technology, Bhubaneswar",electronics and telecommunication engineering,AI,GEN,Gender-Neutral,25800,37792,6,4, bachelor of technology,0,Odisha
55391,55391,"International Institute of Information Technology, Bhubaneswar",electronics and telecommunication engineering,AI,EWS,Gender-Neutral,5831,6547,6,4, bachelor of technology,0,Odisha
55392,55392,"International Institute of Information Technology, Bhubaneswar",electronics and telecommunication engineering,AI,OBC-NCL,Gender-Neutral,11317,13778,6,4, bachelor of technology,0,Odisha
55393,55393,"International Institute of Information Technology, Bhubaneswar",electronics and telecommunication engineering,AI,SC,Gender-Neutral,8462,10257,6,4, bachelor of technology,0,Odisha
55394,55394,"International Institute of Information Technology, Bhubaneswar",electronics and telecommunication engineering,AI,ST,Gender-Neutral,3946,3962,6,4, bachelor of technology,0,Odisha
