,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
48870,48870,Indian Institute of Technology Bhilai,mechanical engineering,AI,ST,Gender-Neutral,992,136,6,4, bachelor of technology,1,Chhattisgarh
48871,48871,Indian Institute of Technology Bhilai,mechanical engineering,AI,ST,Female-only,729,729,6,4, bachelor of technology,1,Chhattisgarh
48872,48872,Indian Institute of Technology Goa,computer science and engineering,AI,GEN,Gender-Neutral,3381,4104,6,4, bachelor of technology,1,Goa
48873,48873,Indian Institute of Technology Goa,computer science and engineering,AI,GEN,Female-only,6138,8326,6,4, bachelor of technology,1,Goa
48874,48874,Indian Institute of Technology Goa,computer science and engineering,AI,OPEN-PwD,Gender-Neutral,143,143,6,4, bachelor of technology,1,Goa
48875,48875,Indian Institute of Technology Goa,computer science and engineering,AI,EWS,Gender-Neutral,527,547,6,4, bachelor of technology,1,Goa
48876,48876,Indian Institute of Technology Goa,computer science and engineering,AI,EWS,Female-only,1701,1701,6,4, bachelor of technology,1,Goa
48877,48877,Indian Institute of Technology Goa,computer science and engineering,AI,OBC-NCL,Gender-Neutral,942,1705,6,4, bachelor of technology,1,Goa
48878,48878,Indian Institute of Technology Goa,computer science and engineering,AI,OBC-NCL,Female-only,3272,3273,6,4, bachelor of technology,1,Goa
48879,48879,Indian Institute of Technology Goa,computer science and engineering,AI,SC,Gender-Neutral,318,746,6,4, bachelor of technology,1,Goa
48880,48880,Indian Institute of Technology Goa,computer science and engineering,AI,SC,Female-only,1457,1457,6,4, bachelor of technology,1,Goa
48881,48881,Indian Institute of Technology Goa,computer science and engineering,AI,ST,Gender-Neutral,437,448,6,4, bachelor of technology,1,Goa
48882,48882,Indian Institute of Technology Goa,computer science and engineering,AI,ST,Female-only,694,694,6,4, bachelor of technology,1,Goa
48883,48883,Indian Institute of Technology Goa,electrical engineering,AI,GEN,Gender-Neutral,6213,8544,6,4, bachelor of technology,1,Goa
48884,48884,Indian Institute of Technology Goa,electrical engineering,AI,GEN,Female-only,12706,15338,6,4, bachelor of technology,1,Goa
48885,48885,Indian Institute of Technology Goa,electrical engineering,AI,EWS,Gender-Neutral,1211,1414,6,4, bachelor of technology,1,Goa
48886,48886,Indian Institute of Technology Goa,electrical engineering,AI,EWS,Female-only,2805,2805,6,4, bachelor of technology,1,Goa
48887,48887,Indian Institute of Technology Goa,electrical engineering,AI,OBC-NCL,Gender-Neutral,2819,3522,6,4, bachelor of technology,1,Goa
48888,48888,Indian Institute of Technology Goa,electrical engineering,AI,OBC-NCL,Female-only,6375,6741,6,4, bachelor of technology,1,Goa
48889,48889,Indian Institute of Technology Goa,electrical engineering,AI,SC,Gender-Neutral,811,1954,6,4, bachelor of technology,1,Goa
48890,48890,Indian Institute of Technology Goa,electrical engineering,AI,SC,Female-only,2944,2944,6,4, bachelor of technology,1,Goa
48891,48891,Indian Institute of Technology Goa,electrical engineering,AI,ST,Gender-Neutral,730,837,6,4, bachelor of technology,1,Goa
48892,48892,Indian Institute of Technology Goa,electrical engineering,AI,ST,Female-only,487,487,6,4, bachelor of technology,1,Goa
48893,48893,Indian Institute of Technology Goa,mathematics and computing,AI,GEN,Gender-Neutral,4616,5756,6,4, bachelor of technology,1,Goa
48894,48894,Indian Institute of Technology Goa,mathematics and computing,AI,GEN,Female-only,9768,11348,6,4, bachelor of technology,1,Goa
48895,48895,Indian Institute of Technology Goa,mathematics and computing,AI,EWS,Gender-Neutral,822,837,6,4, bachelor of technology,1,Goa
48896,48896,Indian Institute of Technology Goa,mathematics and computing,AI,OBC-NCL,Gender-Neutral,2126,2399,6,4, bachelor of technology,1,Goa
48897,48897,Indian Institute of Technology Goa,mathematics and computing,AI,OBC-NCL,Female-only,4616,4907,6,4, bachelor of technology,1,Goa
48898,48898,Indian Institute of Technology Goa,mathematics and computing,AI,SC,Gender-Neutral,1230,1764,6,4, bachelor of technology,1,Goa
48899,48899,Indian Institute of Technology Goa,mathematics and computing,AI,ST,Gender-Neutral,587,695,6,4, bachelor of technology,1,Goa
48900,48900,Indian Institute of Technology Goa,mechanical engineering,AI,GEN,Gender-Neutral,8649,12001,6,4, bachelor of technology,1,Goa
48901,48901,Indian Institute of Technology Goa,mechanical engineering,AI,GEN,Female-only,19765,20329,6,4, bachelor of technology,1,Goa
48902,48902,Indian Institute of Technology Goa,mechanical engineering,AI,EWS,Gender-Neutral,1486,1678,6,4, bachelor of technology,1,Goa
48903,48903,Indian Institute of Technology Goa,mechanical engineering,AI,EWS,Female-only,3643,3643,6,4, bachelor of technology,1,Goa
48904,48904,Indian Institute of Technology Goa,mechanical engineering,AI,OBC-NCL,Gender-Neutral,3636,4518,6,4, bachelor of technology,1,Goa
48905,48905,Indian Institute of Technology Goa,mechanical engineering,AI,OBC-NCL,Female-only,7914,8415,6,4, bachelor of technology,1,Goa
48906,48906,Indian Institute of Technology Goa,mechanical engineering,AI,SC,Gender-Neutral,1612,2345,6,4, bachelor of technology,1,Goa
48907,48907,Indian Institute of Technology Goa,mechanical engineering,AI,SC,Female-only,738,743,6,4, bachelor of technology,1,Goa
48908,48908,Indian Institute of Technology Goa,mechanical engineering,AI,ST,Gender-Neutral,942,993,6,4, bachelor of technology,1,Goa
48909,48909,Indian Institute of Technology Goa,mechanical engineering,AI,ST,Female-only,733,733,6,4, bachelor of technology,1,Goa
48910,48910,Indian Institute of Technology Palakkad,civil engineering,AI,GEN,Gender-Neutral,11962,14227,6,4, bachelor of technology,1,Kerala
48911,48911,Indian Institute of Technology Palakkad,civil engineering,AI,GEN,Female-only,22485,24053,6,4, bachelor of technology,1,Kerala
48912,48912,Indian Institute of Technology Palakkad,civil engineering,AI,EWS,Gender-Neutral,1963,2102,6,4, bachelor of technology,1,Kerala
48913,48913,Indian Institute of Technology Palakkad,civil engineering,AI,EWS,Female-only,4243,4243,6,4, bachelor of technology,1,Kerala
48914,48914,Indian Institute of Technology Palakkad,civil engineering,AI,OBC-NCL,Gender-Neutral,4682,5152,6,4, bachelor of technology,1,Kerala
48915,48915,Indian Institute of Technology Palakkad,civil engineering,AI,OBC-NCL,Female-only,8876,8942,6,4, bachelor of technology,1,Kerala
48916,48916,Indian Institute of Technology Palakkad,civil engineering,AI,SC,Gender-Neutral,2393,2566,6,4, bachelor of technology,1,Kerala
48917,48917,Indian Institute of Technology Palakkad,civil engineering,AI,SC,Female-only,507,507,6,4, bachelor of technology,1,Kerala
48918,48918,Indian Institute of Technology Palakkad,civil engineering,AI,ST,Gender-Neutral,940,943,6,4, bachelor of technology,1,Kerala
48919,48919,Indian Institute of Technology Palakkad,civil engineering,AI,ST,Female-only,577,577,6,4, bachelor of technology,1,Kerala
48920,48920,Indian Institute of Technology Palakkad,computer science and engineering,AI,GEN,Gender-Neutral,4029,5227,6,4, bachelor of technology,1,Kerala
48921,48921,Indian Institute of Technology Palakkad,computer science and engineering,AI,GEN,Female-only,7797,9373,6,4, bachelor of technology,1,Kerala
48922,48922,Indian Institute of Technology Palakkad,computer science and engineering,AI,EWS,Gender-Neutral,566,680,6,4, bachelor of technology,1,Kerala
48923,48923,Indian Institute of Technology Palakkad,computer science and engineering,AI,EWS,Female-only,1831,1831,6,4, bachelor of technology,1,Kerala
48924,48924,Indian Institute of Technology Palakkad,computer science and engineering,AI,OBC-NCL,Gender-Neutral,955,1987,6,4, bachelor of technology,1,Kerala
48925,48925,Indian Institute of Technology Palakkad,computer science and engineering,AI,OBC-NCL,Female-only,3417,4057,6,4, bachelor of technology,1,Kerala
48926,48926,Indian Institute of Technology Palakkad,computer science and engineering,AI,SC,Gender-Neutral,962,1196,6,4, bachelor of technology,1,Kerala
48927,48927,Indian Institute of Technology Palakkad,computer science and engineering,AI,SC,Female-only,1355,1654,6,4, bachelor of technology,1,Kerala
48928,48928,Indian Institute of Technology Palakkad,computer science and engineering,AI,ST,Gender-Neutral,514,593,6,4, bachelor of technology,1,Kerala
48929,48929,Indian Institute of Technology Palakkad,computer science and engineering,AI,ST,Female-only,957,957,6,4, bachelor of technology,1,Kerala
48930,48930,Indian Institute of Technology Palakkad,electrical engineering,AI,GEN,Gender-Neutral,7349,9435,6,4, bachelor of technology,1,Kerala
48931,48931,Indian Institute of Technology Palakkad,electrical engineering,AI,GEN,Female-only,12910,15441,6,4, bachelor of technology,1,Kerala
48932,48932,Indian Institute of Technology Palakkad,electrical engineering,AI,EWS,Gender-Neutral,1183,1508,6,4, bachelor of technology,1,Kerala
48933,48933,Indian Institute of Technology Palakkad,electrical engineering,AI,EWS,Female-only,2804,2804,6,4, bachelor of technology,1,Kerala
48934,48934,Indian Institute of Technology Palakkad,electrical engineering,AI,OBC-NCL,Gender-Neutral,2594,3384,6,4, bachelor of technology,1,Kerala
48935,48935,Indian Institute of Technology Palakkad,electrical engineering,AI,OBC-NCL,Female-only,4945,5952,6,4, bachelor of technology,1,Kerala
48936,48936,Indian Institute of Technology Palakkad,electrical engineering,AI,SC,Gender-Neutral,1796,2228,6,4, bachelor of technology,1,Kerala
48937,48937,Indian Institute of Technology Palakkad,electrical engineering,AI,SC,Female-only,2357,2357,6,4, bachelor of technology,1,Kerala
48938,48938,Indian Institute of Technology Palakkad,electrical engineering,AI,ST,Gender-Neutral,932,965,6,4, bachelor of technology,1,Kerala
48939,48939,Indian Institute of Technology Palakkad,electrical engineering,AI,ST,Female-only,38,38,6,4, bachelor of technology,1,Kerala
48940,48940,Indian Institute of Technology Palakkad,mechanical engineering,AI,GEN,Gender-Neutral,10002,12351,6,4, bachelor of technology,1,Kerala
48941,48941,Indian Institute of Technology Palakkad,mechanical engineering,AI,GEN,Female-only,21802,22595,6,4, bachelor of technology,1,Kerala
48942,48942,Indian Institute of Technology Palakkad,mechanical engineering,AI,EWS,Gender-Neutral,1703,1817,6,4, bachelor of technology,1,Kerala
48943,48943,Indian Institute of Technology Palakkad,mechanical engineering,AI,EWS,Female-only,3935,3935,6,4, bachelor of technology,1,Kerala
48944,48944,Indian Institute of Technology Palakkad,mechanical engineering,AI,OBC-NCL,Gender-Neutral,3944,4465,6,4, bachelor of technology,1,Kerala
48945,48945,Indian Institute of Technology Palakkad,mechanical engineering,AI,OBC-NCL,Female-only,7433,8367,6,4, bachelor of technology,1,Kerala
48946,48946,Indian Institute of Technology Palakkad,mechanical engineering,AI,SC,Gender-Neutral,2243,2504,6,4, bachelor of technology,1,Kerala
48947,48947,Indian Institute of Technology Palakkad,mechanical engineering,AI,SC,Female-only,630,630,6,4, bachelor of technology,1,Kerala
48948,48948,Indian Institute of Technology Palakkad,mechanical engineering,AI,ST,Gender-Neutral,988,111,6,4, bachelor of technology,1,Kerala
48949,48949,Indian Institute of Technology Palakkad,mechanical engineering,AI,ST,Female-only,341,341,6,4, bachelor of technology,1,Kerala
48950,48950,Indian Institute of Technology Tirupati,chemical engineering,AI,GEN,Gender-Neutral,9265,13557,6,4, bachelor of technology,1,Andhra Pradesh
48951,48951,Indian Institute of Technology Tirupati,chemical engineering,AI,GEN,Female-only,18952,22682,6,4, bachelor of technology,1,Andhra Pradesh
48952,48952,Indian Institute of Technology Tirupati,chemical engineering,AI,EWS,Gender-Neutral,2107,2127,6,4, bachelor of technology,1,Andhra Pradesh
48953,48953,Indian Institute of Technology Tirupati,chemical engineering,AI,EWS,Female-only,4067,4067,6,4, bachelor of technology,1,Andhra Pradesh
48954,48954,Indian Institute of Technology Tirupati,chemical engineering,AI,OBC-NCL,Gender-Neutral,4637,5168,6,4, bachelor of technology,1,Andhra Pradesh
48955,48955,Indian Institute of Technology Tirupati,chemical engineering,AI,OBC-NCL,Female-only,8134,8206,6,4, bachelor of technology,1,Andhra Pradesh
48956,48956,Indian Institute of Technology Tirupati,chemical engineering,AI,SC,Gender-Neutral,2466,2646,6,4, bachelor of technology,1,Andhra Pradesh
48957,48957,Indian Institute of Technology Tirupati,chemical engineering,AI,SC,Female-only,3009,3009,6,4, bachelor of technology,1,Andhra Pradesh
48958,48958,Indian Institute of Technology Tirupati,chemical engineering,AI,ST,Gender-Neutral,1022,289,6,4, bachelor of technology,1,Andhra Pradesh
48959,48959,Indian Institute of Technology Tirupati,chemical engineering,AI,ST,Female-only,409,409,6,4, bachelor of technology,1,Andhra Pradesh
48960,48960,Indian Institute of Technology Tirupati,civil engineering,AI,GEN,Gender-Neutral,11059,13843,6,4, bachelor of technology,1,Andhra Pradesh
48961,48961,Indian Institute of Technology Tirupati,civil engineering,AI,GEN,Female-only,20636,23140,6,4, bachelor of technology,1,Andhra Pradesh
48962,48962,Indian Institute of Technology Tirupati,civil engineering,AI,EWS,Gender-Neutral,2019,2086,6,4, bachelor of technology,1,Andhra Pradesh
48963,48963,Indian Institute of Technology Tirupati,civil engineering,AI,EWS,Female-only,3593,3593,6,4, bachelor of technology,1,Andhra Pradesh
48964,48964,Indian Institute of Technology Tirupati,civil engineering,AI,OBC-NCL,Gender-Neutral,4001,4935,6,4, bachelor of technology,1,Andhra Pradesh
48965,48965,Indian Institute of Technology Tirupati,civil engineering,AI,OBC-NCL,Female-only,6787,8310,6,4, bachelor of technology,1,Andhra Pradesh
48966,48966,Indian Institute of Technology Tirupati,civil engineering,AI,SC,Gender-Neutral,1893,2529,6,4, bachelor of technology,1,Andhra Pradesh
48967,48967,Indian Institute of Technology Tirupati,civil engineering,AI,SC,Female-only,2564,2564,6,4, bachelor of technology,1,Andhra Pradesh
48968,48968,Indian Institute of Technology Tirupati,civil engineering,AI,ST,Gender-Neutral,732,866,6,4, bachelor of technology,1,Andhra Pradesh
48969,48969,Indian Institute of Technology Tirupati,civil engineering,AI,ST,Female-only,358,358,6,4, bachelor of technology,1,Andhra Pradesh
48970,48970,Indian Institute of Technology Tirupati,computer science and engineering,AI,GEN,Gender-Neutral,1682,3441,6,4, bachelor of technology,1,Andhra Pradesh
48971,48971,Indian Institute of Technology Tirupati,computer science and engineering,AI,GEN,Female-only,3525,6899,6,4, bachelor of technology,1,Andhra Pradesh
48972,48972,Indian Institute of Technology Tirupati,computer science and engineering,AI,OPEN-PwD,Gender-Neutral,139,139,6,4, bachelor of technology,1,Andhra Pradesh
48973,48973,Indian Institute of Technology Tirupati,computer science and engineering,AI,EWS,Gender-Neutral,449,465,6,4, bachelor of technology,1,Andhra Pradesh
48974,48974,Indian Institute of Technology Tirupati,computer science and engineering,AI,EWS,Female-only,1033,1033,6,4, bachelor of technology,1,Andhra Pradesh
48975,48975,Indian Institute of Technology Tirupati,computer science and engineering,AI,OBC-NCL,Gender-Neutral,934,1329,6,4, bachelor of technology,1,Andhra Pradesh
48976,48976,Indian Institute of Technology Tirupati,computer science and engineering,AI,OBC-NCL,Female-only,2377,2999,6,4, bachelor of technology,1,Andhra Pradesh
48977,48977,Indian Institute of Technology Tirupati,computer science and engineering,AI,SC,Gender-Neutral,507,934,6,4, bachelor of technology,1,Andhra Pradesh
48978,48978,Indian Institute of Technology Tirupati,computer science and engineering,AI,SC,Female-only,1003,1320,6,4, bachelor of technology,1,Andhra Pradesh
48979,48979,Indian Institute of Technology Tirupati,computer science and engineering,AI,ST,Gender-Neutral,409,517,6,4, bachelor of technology,1,Andhra Pradesh
48980,48980,Indian Institute of Technology Tirupati,computer science and engineering,AI,ST,Female-only,748,748,6,4, bachelor of technology,1,Andhra Pradesh
48981,48981,Indian Institute of Technology Tirupati,electrical engineering,AI,GEN,Gender-Neutral,4348,7657,6,4, bachelor of technology,1,Andhra Pradesh
48982,48982,Indian Institute of Technology Tirupati,electrical engineering,AI,GEN,Female-only,10459,15271,6,4, bachelor of technology,1,Andhra Pradesh
48983,48983,Indian Institute of Technology Tirupati,electrical engineering,AI,OPEN-PwD,Gender-Neutral,110,110,6,4, bachelor of technology,1,Andhra Pradesh
48984,48984,Indian Institute of Technology Tirupati,electrical engineering,AI,EWS,Gender-Neutral,968,1135,6,4, bachelor of technology,1,Andhra Pradesh
48985,48985,Indian Institute of Technology Tirupati,electrical engineering,AI,EWS,Female-only,2381,2381,6,4, bachelor of technology,1,Andhra Pradesh
48986,48986,Indian Institute of Technology Tirupati,electrical engineering,AI,OBC-NCL,Gender-Neutral,2313,2967,6,4, bachelor of technology,1,Andhra Pradesh
48987,48987,Indian Institute of Technology Tirupati,electrical engineering,AI,OBC-NCL,Female-only,5003,5486,6,4, bachelor of technology,1,Andhra Pradesh
48988,48988,Indian Institute of Technology Tirupati,electrical engineering,AI,SC,Gender-Neutral,1299,1791,6,4, bachelor of technology,1,Andhra Pradesh
48989,48989,Indian Institute of Technology Tirupati,electrical engineering,AI,SC,Female-only,2002,2050,6,4, bachelor of technology,1,Andhra Pradesh
48990,48990,Indian Institute of Technology Tirupati,electrical engineering,AI,ST,Gender-Neutral,814,881,6,4, bachelor of technology,1,Andhra Pradesh
48991,48991,Indian Institute of Technology Tirupati,electrical engineering,AI,ST,Female-only,951,951,6,4, bachelor of technology,1,Andhra Pradesh
48992,48992,Indian Institute of Technology Tirupati,mechanical engineering,AI,GEN,Gender-Neutral,8945,10743,6,4, bachelor of technology,1,Andhra Pradesh
48993,48993,Indian Institute of Technology Tirupati,mechanical engineering,AI,GEN,Female-only,18920,20617,6,4, bachelor of technology,1,Andhra Pradesh
48994,48994,Indian Institute of Technology Tirupati,mechanical engineering,AI,EWS,Gender-Neutral,1410,1564,6,4, bachelor of technology,1,Andhra Pradesh
48995,48995,Indian Institute of Technology Tirupati,mechanical engineering,AI,EWS,Female-only,3489,3489,6,4, bachelor of technology,1,Andhra Pradesh
48996,48996,Indian Institute of Technology Tirupati,mechanical engineering,AI,OBC-NCL,Gender-Neutral,3357,4094,6,4, bachelor of technology,1,Andhra Pradesh
48997,48997,Indian Institute of Technology Tirupati,mechanical engineering,AI,OBC-NCL,Female-only,6384,7844,6,4, bachelor of technology,1,Andhra Pradesh
48998,48998,Indian Institute of Technology Tirupati,mechanical engineering,AI,SC,Gender-Neutral,1889,2187,6,4, bachelor of technology,1,Andhra Pradesh
48999,48999,Indian Institute of Technology Tirupati,mechanical engineering,AI,SC,Female-only,3031,450,6,4, bachelor of technology,1,Andhra Pradesh
49000,49000,Indian Institute of Technology Tirupati,mechanical engineering,AI,ST,Gender-Neutral,856,50,6,4, bachelor of technology,1,Andhra Pradesh
49001,49001,Indian Institute of Technology Tirupati,mechanical engineering,AI,ST,Female-only,79,79,6,4, bachelor of technology,1,Andhra Pradesh
49002,49002,Indian Institute of Technology Jammu,chemical engineering,AI,GEN,Gender-Neutral,13639,14513,6,4, bachelor of technology,1,Jammu and Kashmir
49003,49003,Indian Institute of Technology Jammu,chemical engineering,AI,GEN,Female-only,21795,24990,6,4, bachelor of technology,1,Jammu and Kashmir
49004,49004,Indian Institute of Technology Jammu,chemical engineering,AI,EWS,Gender-Neutral,2137,2207,6,4, bachelor of technology,1,Jammu and Kashmir
49005,49005,Indian Institute of Technology Jammu,chemical engineering,AI,EWS,Female-only,4206,4206,6,4, bachelor of technology,1,Jammu and Kashmir
49006,49006,Indian Institute of Technology Jammu,chemical engineering,AI,OBC-NCL,Gender-Neutral,5052,5515,6,4, bachelor of technology,1,Jammu and Kashmir
49007,49007,Indian Institute of Technology Jammu,chemical engineering,AI,SC,Gender-Neutral,2665,2889,6,4, bachelor of technology,1,Jammu and Kashmir
49008,49008,Indian Institute of Technology Jammu,chemical engineering,AI,SC,Female-only,1423,1423,6,4, bachelor of technology,1,Jammu and Kashmir
49009,49009,Indian Institute of Technology Jammu,chemical engineering,AI,ST,Gender-Neutral,242,399,6,4, bachelor of technology,1,Jammu and Kashmir
49010,49010,Indian Institute of Technology Jammu,chemical engineering,AI,ST,Female-only,937,937,6,4, bachelor of technology,1,Jammu and Kashmir
49011,49011,Indian Institute of Technology Jammu,civil engineering,AI,GEN,Gender-Neutral,13522,14700,6,4, bachelor of technology,1,Jammu and Kashmir
49012,49012,Indian Institute of Technology Jammu,civil engineering,AI,GEN,Female-only,24342,25309,6,4, bachelor of technology,1,Jammu and Kashmir
49013,49013,Indian Institute of Technology Jammu,civil engineering,AI,EWS,Gender-Neutral,2083,2168,6,4, bachelor of technology,1,Jammu and Kashmir
49014,49014,Indian Institute of Technology Jammu,civil engineering,AI,EWS,Female-only,4305,4305,6,4, bachelor of technology,1,Jammu and Kashmir
49015,49015,Indian Institute of Technology Jammu,civil engineering,AI,OBC-NCL,Gender-Neutral,4759,5429,6,4, bachelor of technology,1,Jammu and Kashmir
49016,49016,Indian Institute of Technology Jammu,civil engineering,AI,SC,Gender-Neutral,2355,2633,6,4, bachelor of technology,1,Jammu and Kashmir
49017,49017,Indian Institute of Technology Jammu,civil engineering,AI,SC,Female-only,1241,1241,6,4, bachelor of technology,1,Jammu and Kashmir
49018,49018,Indian Institute of Technology Jammu,civil engineering,AI,ST,Gender-Neutral,562,791,6,4, bachelor of technology,1,Jammu and Kashmir
49019,49019,Indian Institute of Technology Jammu,civil engineering,AI,ST,Female-only,743,743,6,4, bachelor of technology,1,Jammu and Kashmir
49020,49020,Indian Institute of Technology Jammu,computer science and engineering,AI,GEN,Gender-Neutral,3733,5238,6,4, bachelor of technology,1,Jammu and Kashmir
49021,49021,Indian Institute of Technology Jammu,computer science and engineering,AI,GEN,Female-only,8744,10552,6,4, bachelor of technology,1,Jammu and Kashmir
49022,49022,Indian Institute of Technology Jammu,computer science and engineering,AI,OPEN-PwD,Gender-Neutral,43,43,6,4, bachelor of technology,1,Jammu and Kashmir
49023,49023,Indian Institute of Technology Jammu,computer science and engineering,AI,EWS,Gender-Neutral,611,845,6,4, bachelor of technology,1,Jammu and Kashmir
49024,49024,Indian Institute of Technology Jammu,computer science and engineering,AI,EWS,Female-only,2047,2047,6,4, bachelor of technology,1,Jammu and Kashmir
49025,49025,Indian Institute of Technology Jammu,computer science and engineering,AI,OBC-NCL,Gender-Neutral,2019,2353,6,4, bachelor of technology,1,Jammu and Kashmir
49026,49026,Indian Institute of Technology Jammu,computer science and engineering,AI,OBC-NCL,Female-only,3465,5034,6,4, bachelor of technology,1,Jammu and Kashmir
49027,49027,Indian Institute of Technology Jammu,computer science and engineering,AI,SC,Gender-Neutral,983,1109,6,4, bachelor of technology,1,Jammu and Kashmir
49028,49028,Indian Institute of Technology Jammu,computer science and engineering,AI,SC,Female-only,1970,1970,6,4, bachelor of technology,1,Jammu and Kashmir
49029,49029,Indian Institute of Technology Jammu,computer science and engineering,AI,ST,Gender-Neutral,503,511,6,4, bachelor of technology,1,Jammu and Kashmir
49030,49030,Indian Institute of Technology Jammu,computer science and engineering,AI,ST,Female-only,853,853,6,4, bachelor of technology,1,Jammu and Kashmir
49031,49031,Indian Institute of Technology Jammu,electrical engineering,AI,GEN,Gender-Neutral,7342,9988,6,4, bachelor of technology,1,Jammu and Kashmir
49032,49032,Indian Institute of Technology Jammu,electrical engineering,AI,GEN,Female-only,15465,18056,6,4, bachelor of technology,1,Jammu and Kashmir
49033,49033,Indian Institute of Technology Jammu,electrical engineering,AI,EWS,Gender-Neutral,1541,1745,6,4, bachelor of technology,1,Jammu and Kashmir
49034,49034,Indian Institute of Technology Jammu,electrical engineering,AI,EWS,Female-only,3419,3419,6,4, bachelor of technology,1,Jammu and Kashmir
49035,49035,Indian Institute of Technology Jammu,electrical engineering,AI,OBC-NCL,Gender-Neutral,3520,4088,6,4, bachelor of technology,1,Jammu and Kashmir
49036,49036,Indian Institute of Technology Jammu,electrical engineering,AI,OBC-NCL,Female-only,6427,6630,6,4, bachelor of technology,1,Jammu and Kashmir
49037,49037,Indian Institute of Technology Jammu,electrical engineering,AI,SC,Gender-Neutral,2007,2408,6,4, bachelor of technology,1,Jammu and Kashmir
49038,49038,Indian Institute of Technology Jammu,electrical engineering,AI,SC,Female-only,3324,3324,6,4, bachelor of technology,1,Jammu and Kashmir
49039,49039,Indian Institute of Technology Jammu,electrical engineering,AI,ST,Gender-Neutral,916,1004,6,4, bachelor of technology,1,Jammu and Kashmir
49040,49040,Indian Institute of Technology Jammu,electrical engineering,AI,ST,Female-only,739,739,6,4, bachelor of technology,1,Jammu and Kashmir
49041,49041,Indian Institute of Technology Jammu,materials science and engineering,AI,GEN,Gender-Neutral,14562,14983,6,4, bachelor of technology,1,Jammu and Kashmir
49042,49042,Indian Institute of Technology Jammu,materials science and engineering,AI,GEN,Female-only,25281,26294,6,4, bachelor of technology,1,Jammu and Kashmir
49043,49043,Indian Institute of Technology Jammu,materials science and engineering,AI,EWS,Gender-Neutral,2220,2227,6,4, bachelor of technology,1,Jammu and Kashmir
49044,49044,Indian Institute of Technology Jammu,materials science and engineering,AI,EWS,Female-only,4308,4308,6,4, bachelor of technology,1,Jammu and Kashmir
49045,49045,Indian Institute of Technology Jammu,materials science and engineering,AI,OBC-NCL,Gender-Neutral,5283,5612,6,4, bachelor of technology,1,Jammu and Kashmir
49046,49046,Indian Institute of Technology Jammu,materials science and engineering,AI,SC,Gender-Neutral,2896,3043,6,4, bachelor of technology,1,Jammu and Kashmir
49047,49047,Indian Institute of Technology Jammu,materials science and engineering,AI,SC,Female-only,2115,2115,6,4, bachelor of technology,1,Jammu and Kashmir
49048,49048,Indian Institute of Technology Jammu,materials science and engineering,AI,ST,Gender-Neutral,735,736,6,4, bachelor of technology,1,Jammu and Kashmir
49049,49049,Indian Institute of Technology Jammu,materials science and engineering,AI,ST,Female-only,1398,1398,6,4, bachelor of technology,1,Jammu and Kashmir
49050,49050,Indian Institute of Technology Jammu,mechanical engineering,AI,GEN,Gender-Neutral,9997,12989,6,4, bachelor of technology,1,Jammu and Kashmir
49051,49051,Indian Institute of Technology Jammu,mechanical engineering,AI,GEN,Female-only,22630,24256,6,4, bachelor of technology,1,Jammu and Kashmir
49052,49052,Indian Institute of Technology Jammu,mechanical engineering,AI,EWS,Gender-Neutral,1778,2021,6,4, bachelor of technology,1,Jammu and Kashmir
49053,49053,Indian Institute of Technology Jammu,mechanical engineering,AI,EWS,Female-only,4075,4075,6,4, bachelor of technology,1,Jammu and Kashmir
49054,49054,Indian Institute of Technology Jammu,mechanical engineering,AI,OBC-NCL,Gender-Neutral,4168,4917,6,4, bachelor of technology,1,Jammu and Kashmir
49055,49055,Indian Institute of Technology Jammu,mechanical engineering,AI,OBC-NCL,Female-only,8863,8863,6,4, bachelor of technology,1,Jammu and Kashmir
49056,49056,Indian Institute of Technology Jammu,mechanical engineering,AI,SC,Gender-Neutral,1892,2544,6,4, bachelor of technology,1,Jammu and Kashmir
49057,49057,Indian Institute of Technology Jammu,mechanical engineering,AI,SC,Female-only,365,365,6,4, bachelor of technology,1,Jammu and Kashmir
49058,49058,Indian Institute of Technology Jammu,mechanical engineering,AI,ST,Gender-Neutral,1019,120,6,4, bachelor of technology,1,Jammu and Kashmir
49059,49059,Indian Institute of Technology Jammu,mechanical engineering,AI,ST,Female-only,875,875,6,4, bachelor of technology,1,Jammu and Kashmir
49060,49060,Indian Institute of Technology Dharwad,computer science and engineering,AI,GEN,Gender-Neutral,3533,4718,6,4, bachelor of technology,1,Karnataka
49061,49061,Indian Institute of Technology Dharwad,computer science and engineering,AI,GEN,Female-only,5932,9959,6,4, bachelor of technology,1,Karnataka
49062,49062,Indian Institute of Technology Dharwad,computer science and engineering,AI,OPEN-PwD,Gender-Neutral,157,157,6,4, bachelor of technology,1,Karnataka
49063,49063,Indian Institute of Technology Dharwad,computer science and engineering,AI,EWS,Gender-Neutral,612,786,6,4, bachelor of technology,1,Karnataka
49064,49064,Indian Institute of Technology Dharwad,computer science and engineering,AI,EWS,Female-only,1504,1504,6,4, bachelor of technology,1,Karnataka
49065,49065,Indian Institute of Technology Dharwad,computer science and engineering,AI,OBC-NCL,Gender-Neutral,1324,1939,6,4, bachelor of technology,1,Karnataka
49066,49066,Indian Institute of Technology Dharwad,computer science and engineering,AI,OBC-NCL,Female-only,3627,4121,6,4, bachelor of technology,1,Karnataka
